,unprocessed_tweet,product,emotion,processed_tweet,emotion_encoded
4763,Nice! @mention #sxsw highlights thus far: made friends w/ istock UX developer :) #singularity blows my mind: oy! GOOGLE OWNS IT!,Google,Positive emotion,nice highlight thus far make friend istock ux developer singularity blow mind oy google own,1
4768,"Using @mention at #SXSW to get updates on the temp Apple store line up. Super impressed by the potential of this app. Nice work, Yobongo!",iPad or iPhone App,Positive emotion,use get updates temp apple store line super impress potential app nice work yobongo,1
4769,#sxsw @mention das VerpixelungsrechtÛÓthe right for your house to be pixelated in Google Street ViewÛÓ is a theft from the public,Google,Negative emotion,da verpixelungsrechtthe right house pixelated google street view theft public,0
4776,"Loved @mention Hangover Breakfast. Awesome swag, yummy food &amp; rockin tunes! Stoked about my Griffin cordless iphone charger! #SXSW",Other Apple product or service,Positive emotion,love hangover breakfast awesome swag yummy food amp rockin tune stoke griffin cordless iphone charger,1
4783,Nice! @mention just told me @mention was just used as a brief case study in iPad Design Paradigms panel at #SXSW.,,Positive emotion,nice tell use brief case study ipad design paradigm panel,1
4784,:) RT @mention Love it. @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,love quotapple come cool technology one ever hear go conferencesquot,1
4785,+1 RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,love quotapple come cool technology one ever hear go conferencesquot,1
4791,Grrrr @mention not muting #sxsw as thought on web or iphone :(,iPhone,Negative emotion,grrrr mute think web iphone,0
4792,"#sxsw @mention omitting Flash on Apple seems effective, even though they have h264 - maybe we do need to break old things #browserwars",Apple,Positive emotion,omit flash apple seem effective even though maybe need break old thing browserwars,1
4794,+1 RT @mention Petricone says Google TV is just a browser. I don't think that's correct. #SXSW,Other Google product or service,Positive emotion,petricone say google tv browser think thats correct,1
4796,:) RT @mention Quantter is launching an iPhone app soon. We're participating to LaunchRock comp at #sxsw {link},iPad or iPhone App,Positive emotion,quantter launch iphone app soon participate launchrock comp,1
4799,#SXSW @mention talk - demo'ing Google Places w/ Hotpot! Integrated rating/recommendation system for Android/iPhone - cool stuff!!!,Other Google product or service,Positive emotion,talk demo google place hotpot integrate ratingrecommendation system androidiphone cool stuff,1
4800,RT RT @mention The iPad 2 Takes Over #SXSW [VIDEO] {link} RT @mention The iP... {link} #Vegas #News,iPad,Positive emotion,ipad take video ip vega news,1
4801,Hhaha @mention was too intimidated by the iPhone app developers meetup that we had to leave. #sxsw,iPad or iPhone App,Positive emotion,hhaha intimidate iphone app developer meetup leave,1
4802,w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},iPad or iPhone App,Positive emotion,wt write hollergram ipad app,1
4805,Walking into the pop-up Apple store is like walking into a future where the iPad is the only type of computer. #sxsw,Apple,Positive emotion,walk popup apple store like walk future ipad type computer,1
4810,"Organic unveils BroadFeed, social news app for ipad. Audience gets up and heads for the door. #sxsw",iPad or iPhone App,Negative emotion,organic unveils broadfeed social news app ipad audience get head door,0
4812,"At the convention center, getting stuff ready for #SXSW. Thank god for the iPhone!",iPhone,Positive emotion,convention center get stuff ready thank god iphone,1
4813,Almost convinced it's time for an iphone courtesy of being only one w/a blackberry in Austin  #sxsw,,Positive emotion,almost convinced time iphone courtesy one wa blackberry austin,1
4814,My ipad envy couldn't be any greater. Waaaaaa. #sxsw,iPad,Positive emotion,ipad envy great waaaaaa,1
4816,Win a #sony Xperia Play #android phone at #SXSW (tuesday 3/15) details here: {link},Android,Positive emotion,win sony xperia play android phone tuesday detail,1
4821,Heading to &quot;your mom has an iPad: designing for boomers&quot;.  Hope it's fun.  #sxsw,iPad,Positive emotion,head quotyour mom ipad design boomersquot hope fun,1
4823,Heading to #sxsw later this week? Be sure to download #heattracker for the iPhone and iPod Touch to know what's hot and what's not in Austin,iPad or iPhone App,Positive emotion,head later week sure download heattracker iphone ipod touch know whats hot whats austin,1
4827,"Willing to admit I'm a tiny bit jealous to not being #SXSW-bound. Temperatures in the high 20s, Apple pop up for iPad 2, what's not to love?",iPad,Positive emotion,willing admit im tiny bit jealous sxswbound temperature high apple pop ipad whats love,1
4828,Mayer also admits that Google needs to &quot;step up&quot; its customer support for Google Maps. #sxsw,Other Google product or service,Negative emotion,mayer also admit google need quotstep upquot customer support google map,0
4831,1 hour ago apple didn't have a store in downtown austin and now there is a store with hundreds of people there! #iPad2 #SXSW,,Positive emotion,hour ago apple store downtown austin store hundred people ipad,1
4832,Heading to Austin #SXSW on wkend. Love that @mention set up a pop-up store (6th &amp; Congress) to deal with mass geek influx during ipad2 release,Apple,Positive emotion,head austin wkend love set popup store th amp congress deal mass geek influx ipad release,1
4833,Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link} #lp #travel,iPad or iPhone App,Positive emotion,head austin austin guide iphone free limited time lp travel,1
4838,Best photo booth so far at Google's League of Extraordinary H4ckers! #sxsw  {link},Google,Positive emotion,best photo booth far google league extraordinary hckers,1
4839,"I tried to buy an iPad this week at the #SxSw Apple store, but every time I go, they are sold out of the one I want.",iPad,Positive emotion,tried buy ipad week apple store every time go sold one want,1
4840,Idea is to combine Google analytics with other tools so you know your website or program is doing something. #sxsw #bavcid,Other Google product or service,Positive emotion,idea combine google analytics tool know website program something bavcid,1
4842,#google to expensive mobile data plans are killing the flavor of contextual discovery abroad #SxSW #pnid,Google,Negative emotion,google expensive mobile data plan kill flavor contextual discovery abroad pnid,0
4843,4G will do for connectivity what the iPhone did for smart phones - Joe Berry #SXSW #connectedcar,iPhone,Positive emotion,connectivity iphone smart phone joe berry connectedcar,1
4844,Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÌÁo #sxsw,Google,Positive emotion,head free googlesponsored happy hour semantic web austin fogo de cho,1
4846,we need to get ipad 2! @mention Apple opening up temp. store in downtown Austin for #SXSW  iPad 2 launch bit.ly/g03MZB via @mention,iPad,Positive emotion,need get ipad apple open temp store downtown austin ipad launch bitlygmzb via,1
4848,"Decided to go to LA instead of #SXSW, because my AT&amp;T iPhone would be about as useful as a brick in Austin.",iPhone,Negative emotion,decide go la instead atampt iphone would useful brick austin,0
4851,Feeling so inspired coming out of #SXSW that I just Apple TV'ed The Social Network. #justinjustinjustin,,Positive emotion,feel inspire come apple tved social network justinjustinjustin,1
4852,Heading to iPad Design Headaches in Hilton - Salon J #sxsw,,Negative emotion,head ipad design headache hilton salon,0
4853,Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw,Other Google product or service,Positive emotion,excite know google circle lucky folk first see possible launch today,1
4854,Curious to know what devs are thinking ref. iPhone vs Android development at #sxsw Buzz still seems to favour iPhone this year.,iPhone,Positive emotion,curious know devs think ref iphone v android development buzz still seem favour iphone year,1
4865,Excited to meet the @mention at #sxsw so I can show them my Sprint Galaxy S still running Android 2.1.   #fail,Android,Negative emotion,excited meet show sprint galaxy still run android fail,0
4866,Excited to meet the @mention team on the way to the apple store. Go download their app if you're in #sxsw!  {link},iPad or iPhone App,Positive emotion,excited meet team way apple store go download app,1
4868,Great demo of #google maps from marissa Mayer. 3D views are amazing. More than 150m mobile users. #sxsw,Other Google product or service,Positive emotion,great demo google map marissa mayer view amaze mobile user,1
4869,iPhone too old for #SXSW schedule app. Oh noes.  #rejection,iPhone,Negative emotion,iphone old schedule app oh no rejection,0
4870,"Excited to say that I haven't used Foursquare, Gowalla, or Google Places since I've gotten to #SXSW...and I've survived. Amazing.",,Positive emotion,excite say use foursquare gowalla google place since ive gotten sxswand ive survive amazing,1
4871,Pleased to see Josh Clark has featured a few @mention clients in his ipad design presentation.  #sxsw,iPad,Positive emotion,pleased see josh clark feature client ipad design presentation,1
4872,"Excited to see this! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,Positive emotion,excite see google launch major new social network call circle possibly today,1
4873,Anxious to see what Google has in store for #SXSW today.,Google,Positive emotion,anxious see google store today,1
4874,"Be sure to stop by our SXSW booth today. Show me one of our games running on your iPad 2, you could get a free gift! #sxsw  #sxsw11",iPad,Positive emotion,sure stop booth today show one game run ipad could get free gift,1
4876,Excited to tell y'all about the wonders of android today at #sxsw! See you soon.,Android,Positive emotion,excite tell yall wonder android today see soon,1
4878,So went to the Apple Store (Kingston) as friends at #sxsw have new iPad's ... so got something to cheer myself up :) {link},iPad,Positive emotion,go apple store kingston friends new ipads get something cheer,1
4883,There's no way that you an call the iPad count at #sxsw reasonable. I think there's one for every 2 people.,iPad,Negative emotion,there way call ipad count reasonable think theres one every people,0
4884,Google two-factor auth is AWESOME when you're using public computers. Just used it at #SXSW {link},Google,Positive emotion,google twofactor auth awesome use public computer use,1
4887,Fantastico! RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,Google,Positive emotion,fantastico marissa mayer google connect digital amp physical world mobile,1
